candidateId,strategyVariantId,runs,scenarioCount,avgScore,medianScore,p10Score,p90Score,completionRate,avgSurvivalTimeSeconds,avgLevel,avgKills,avgDamageTaken,damageWindowPassRate,avgDamageWindowViolationCount,avgMaxDamageWindowRatio,damageSafetyPenalty,scoreStdDev,consistencyScore,generalFitnessScore
general_top10-median-phased_0e2de3f0,top10-median-phased,240,240,1029.6417,1018,647.4,1451,0.9625,119.5738,3.1167,43.5167,47.7542,0.2708,1.0792,0.2628,6883.825,311.8318,491.4841,-3927.1297
general_topN-median-phased_32a3a537,topN-median-phased,240,240,1029.6417,1018,647.4,1451,0.9625,119.5738,3.1167,43.5167,47.7542,0.2708,1.0792,0.2628,6883.825,311.8318,491.4841,-3927.1297
centered_candidate_000143_37925dbd,centered-gaussian,240,240,1032.4708,1032.5,627.6,1391.6,0.9625,119.1217,3.1542,43.5292,47.8292,0.2542,1.0917,0.2546,6877.4125,321.1377,467.0312,-3928.3392
centered_candidate_000129_e02ca195,centered-gaussian,240,240,1040.3667,1023,656.9,1531.3,0.9542,119.2896,3.1667,43.8583,48.1375,0.2667,1.075,0.2655,6898.3042,323.9579,494.921,-3931.5424
centered_candidate_000107_60a431a7,centered-gaussian,240,240,1031.5625,1019.5,622.8,1496,0.9292,118.7815,3.125,43.775,48.375,0.2833,1.0375,0.2783,6839.4625,328.2121,458.6939,-3936.3858
centered_candidate_000062_d827ea81,centered-gaussian,240,240,1044.1542,1027,635.8,1488.5,0.9667,119.7004,3.1833,44.0917,47.95,0.2833,1.0917,0.2547,6904.4708,332.7168,469.4416,-3938.0534
centered_candidate_000090_515967ce,centered-gaussian,240,240,1021.8583,1005.5,639,1423.7,0.9625,119.33,3.1,43.2,46.925,0.275,1.0917,0.2554,6877.5958,318.7657,479.6171,-3943.0406
centered_candidate_000177_cc110599,centered-gaussian,240,240,1033.5958,1018.5,652.7,1482.1,0.9625,119.4958,3.1333,43.7583,48.8083,0.2625,1.075,0.2642,6917.225,326.8854,489.2573,-3955.0963
centered_candidate_000091_dd57e6c4,centered-gaussian,240,240,1019.0375,998,639.9,1472.1,0.95,119.0744,3.0917,43.125,48.5542,0.2833,1.05,0.275,6873.4333,312.8152,483.4924,-3956.0389
centered_candidate_000157_2a7adede,centered-gaussian,240,240,1022.6,1010.5,644.7,1452.9,0.9458,119.0144,3.0917,43.4125,47.0292,0.275,1.1,0.2524,6887.05,315.4951,486.9524,-3960.7057
centered_candidate_000048_5f6adaf9,centered-gaussian,240,240,1039.0375,1050.5,641.9,1462.1,0.9542,119.029,3.1667,44.0042,48.85,0.2667,1.075,0.2686,6934.9583,310.7487,486.5256,-3965.1339
centered_candidate_000060_4e7e004e,centered-gaussian,240,240,1033.3042,1037,660.7,1454.6,0.9792,119.7406,3.1375,43.6542,48.0958,0.2458,1.0917,0.2648,6969.6042,309.9182,505.7409,-3972.057
general_top10-average-phased_6a490330,top10-average-phased,240,240,1029.7667,1018.5,625.6,1487.9,0.925,118.5206,3.1417,43.6208,48.8583,0.2833,1.0292,0.2802,6874.5333,335.9897,457.6051,-3977.2346
centered_candidate_000024_467e967e,centered-gaussian,240,240,1025.1833,1016,624.8,1471.3,0.9417,118.7413,3.0875,43.5042,47.5125,0.275,1.0667,0.2669,6888.3542,328.1483,460.7258,-3979.2938
centered_candidate_000179_e1870bd1,centered-gaussian,240,240,1028.1583,997,640,1432.3,0.9708,119.3223,3.1333,43.4667,47.3042,0.2458,1.0958,0.2558,6926.0583,323.5641,478.2179,-3981.2795
centered_candidate_000070_1d584ef1,centered-gaussian,240,240,1037.2833,1033,646.8,1468.9,0.9542,119.2967,3.1417,44.2625,49.3292,0.3,1.075,0.259,6944.9917,324.5116,484.5442,-3984.504
centered_candidate_000172_5329d4d3,centered-gaussian,240,240,1033.325,1006,655.3,1478,0.95,119.3819,3.15,43.6667,48.25,0.2292,1.1042,0.2576,6932.9125,318.368,496.116,-3986.0211
centered_candidate_000030_66f7496c,centered-gaussian,240,240,1002.4417,1002.5,613.7,1426.9,0.9292,117.9658,3.0375,42.5458,48.7833,0.2833,1.025,0.2806,6849.5792,329.4391,448.9804,-3991.6487
centered_candidate_000146_deb40694,centered-gaussian,240,240,1015.3042,997.5,627.9,1473.2,0.9375,118.7192,3.0542,43.3958,48.725,0.2792,1.0458,0.2777,6881.8,320.7393,467.5303,-3992.0737
centered_candidate_000200_9ec19da9,centered-gaussian,240,240,1032.6292,1012.5,643.7,1444.7,0.9667,119.5992,3.1417,43.6333,48.3667,0.2875,1.1083,0.2528,6953.575,325.3916,481.0042,-3998.1475
centered_candidate_000025_ed7f4b2b,centered-gaussian,240,240,1022.9375,1017.5,637.8,1460.3,0.9667,119.476,3.0958,43.1042,47.1625,0.2667,1.1042,0.2515,6947.775,306.8902,484.3549,-4000.5589
centered_candidate_000128_253148ea,centered-gaussian,240,240,1033.9208,1024,640.1,1498.6,0.9792,119.5946,3.1458,43.5875,47.5208,0.2417,1.1208,0.2471,6973.1458,325.5507,477.3247,-4001.0885
centered_candidate_000178_cfb4986c,centered-gaussian,240,240,1035.425,1012,631.1,1482.9,0.9542,119.3787,3.1458,43.7792,47.8167,0.2708,1.0625,0.2718,6937.4625,332.206,464.997,-4003.432
centered_candidate_000166_8cacdb7a,centered-gaussian,240,240,1015.8625,1019.5,624.4,1477.9,0.925,118.4146,3.0625,43.2333,48.8167,0.2542,1.0333,0.2867,6888.7625,324.6231,462.0884,-4003.5546
centered_candidate_000187_bb201ae7,centered-gaussian,240,240,1029.6292,1018.5,624.5,1477.4,0.9417,118.9637,3.1208,43.5292,47.8917,0.2667,1.075,0.2642,6921.4417,330.2202,459.3899,-4007.3399
centered_candidate_000159_de218afd,centered-gaussian,240,240,1035.3125,1029.5,629.6,1483.3,0.9375,119.1456,3.1458,44.0167,48.9042,0.2458,1.0833,0.2654,6935.8,324.3689,467.4155,-4009.4313
centered_candidate_000158_b1acb942,centered-gaussian,240,240,1017.575,1011,630.9,1415.1,0.9208,118.6815,3.0583,43.375,49.4792,0.2875,1.0208,0.2869,6899.3958,321.361,470.2195,-4015.0397
centered_candidate_000137_d4288fb6,centered-gaussian,240,240,1018.375,1009.5,628.7,1476.4,0.9333,118.9248,3.1,42.9542,48.525,0.275,1.0375,0.2836,6910.3375,322.2947,467.5527,-4015.3781
centered_candidate_000135_717569c0,centered-gaussian,240,240,1001.2958,989.5,640,1371.1,0.9292,119.0913,2.9958,42.45,48.1958,0.2833,1.0292,0.2822,6893.0583,299.3587,490.3207,-4015.7176
centered_candidate_000205_3574b757,centered-gaussian,240,240,1023.9917,1008.5,623.5,1477.3,0.9125,118.149,3.125,43.7333,51.0583,0.275,1.0167,0.2935,6892.4333,332.948,457.026,-4019.4813
centered_candidate_000144_27ae2854,centered-gaussian,240,240,1044.6583,1035,642.9,1466.2,0.975,119.7917,3.1875,44.2625,49.4375,0.2708,1.1167,0.2534,7007.4625,327.9022,478.9489,-4021.5646
centered_candidate_000084_f97344d8,centered-gaussian,240,240,1034.3167,1003,639,1515.6,0.9542,119.2177,3.1208,43.925,47.65,0.225,1.1083,0.2597,6958.8667,325.7218,476.1391,-4022.8277
centered_candidate_000049_450f1903,centered-gaussian,240,240,1017.0167,984.5,623,1460.2,0.9333,118.5173,3.0792,43.2917,48.9208,0.275,1.0417,0.2842,6897.4,334.9371,455.5314,-4023.3874
centered_candidate_000048_47d23c01,centered-gaussian,240,240,1021.15,1011,616.7,1439.1,0.9583,119.1148,3.0958,43.1125,48.2208,0.2625,1.0875,0.2627,6943.275,312.2376,460.5812,-4027.3792
centered_candidate_000176_6af0dc3c,centered-gaussian,240,240,1021.725,1011.5,636.4,1414.8,0.95,119.3129,3.0667,43.55,49.7208,0.2833,1.0458,0.2817,6950.7375,323.203,474.7985,-4028.7831
centered_candidate_000053_c13891cc,centered-gaussian,240,240,1031.8833,1024.5,664.1,1439.9,0.975,119.7385,3.1208,43.6792,47.9458,0.2542,1.15,0.2373,7019.5458,308.8319,509.684,-4030.8989
centered_candidate_000094_9cff28ca,centered-gaussian,240,240,1023.375,1011,638.9,1441.5,0.9667,119.2185,3.0625,43.375,47.4958,0.2708,1.0792,0.2704,6982.025,317.0472,480.3764,-4038.7728
centered_candidate_000057_7552218e,centered-gaussian,240,240,1030.8417,1026,635.1,1444.9,0.9375,118.7275,3.125,43.7708,48.2583,0.2542,1.0875,0.2655,6973.9333,326.2016,471.9992,-4049.752
centered_candidate_000038_238437ed,centered-gaussian,240,240,1034.5958,1024.5,625.8,1489.4,0.9458,118.7965,3.1458,43.9458,48.9375,0.2708,1.0542,0.2803,6977.7417,332.1567,459.7216,-4050.8538
centered_candidate_000220_b4f6c405,centered-gaussian,240,240,1034.4333,1011.5,635.5,1476.4,0.9458,118.8071,3.1167,44.1583,48.6917,0.25,1.0542,0.2858,6990.675,323.649,473.6755,-4060.9881
centered_candidate_000011_761fef58,centered-gaussian,240,240,1024.2375,1023,644.6,1457.1,0.9625,119.675,3.0833,43.275,47.325,0.2667,1.1125,0.2524,7017.2083,310.0085,489.5957,-4065.2925
centered_candidate_000073_dcb653f9,centered-gaussian,240,240,1027.8625,1009.5,620,1478.7,0.9542,118.9881,3.1125,43.5875,48.4167,0.2333,1.1,0.2644,6983.5583,332.071,453.9645,-4067.1934
centered_candidate_000093_1fbced32,centered-gaussian,240,240,1026.35,999,626.9,1481.3,0.9208,118.5092,3.1583,43.5667,51.4625,0.2958,1.0542,0.2837,6951.8042,332.8629,460.4686,-4070.1734
centered_candidate_000053_97c73980,centered-gaussian,240,240,1026.5,1035,603.9,1455.5,0.9625,119.0702,3.1417,43.2083,48.375,0.2542,1.0833,0.272,6998.3667,323.7249,442.0376,-4073.4916
centered_candidate_000163_be9e6f5e,centered-gaussian,240,240,1024.775,1021.5,655.9,1454.2,0.9583,119.4385,3.1,43.575,48.4292,0.275,1.1042,0.2554,7037.7708,305.4838,503.1581,-4080.2893
centered_candidate_000195_330a128a,centered-gaussian,240,240,1035.7625,1011,634,1462.7,0.9667,119.3129,3.1333,44.025,48.4542,0.2542,1.1,0.269,7031.0042,339.8618,464.0691,-4083.8474
centered_candidate_000010_5855dff1,centered-gaussian,240,240,1019.5375,1006,615.1,1489.5,0.9458,118.7635,3.1,43.225,50.6917,0.25,1.0708,0.2765,6978.8208,334.0328,448.0836,-4085.1766
centered_candidate_000172_fdc6d3e3,centered-gaussian,240,240,1023.2125,1012,637.8,1487.3,0.9375,118.6771,3.1,43.6333,48.9625,0.2583,1.0625,0.2804,6999.5375,321.8798,476.8601,-4086.961
centered_candidate_000026_c467c9d6,centered-gaussian,240,240,1048.9417,1007.5,641.7,1496.6,0.9583,119.4842,3.1917,44.3167,47.8875,0.2625,1.0958,0.2641,7051.4,331.864,475.768,-4093.3878
centered_candidate_000156_5481e874,centered-gaussian,240,240,1027.4,1010.5,658.2,1483,0.9667,119.3231,3.1125,43.5333,48.0208,0.25,1.1125,0.2579,7057.95,311.0029,502.6985,-4094.2739
centered_candidate_000165_cc1fbcd8,centered-gaussian,240,240,1041.6,1018,624.5,1502.4,0.95,119.1748,3.1708,44.1792,47.9208,0.2667,1.0958,0.2691,7036.4167,343.3114,452.8443,-4104.8789
centered_candidate_000068_34fa6ac2,centered-gaussian,240,240,1029.2333,1014.5,657.3,1460.2,0.9667,119.7238,3.1458,43.2042,47.6833,0.2458,1.1375,0.25,7072.6708,313.7416,500.4292,-4106.4292
centered_candidate_000181_3a33b18e,centered-gaussian,240,240,1023.1083,1033,630.3,1438.5,0.95,118.8569,3.1042,43.45,48.4167,0.2583,1.1083,0.2593,7046.0333,322.4753,469.0624,-4116.6801
centered_candidate_000017_120ae9b1,centered-gaussian,240,240,1027.1417,1003.5,642.3,1460.8,0.9583,119.2946,3.1,43.5083,48.1958,0.2667,1.1,0.2655,7058.5333,325.6222,479.4889,-4122.5928
centered_candidate_000013_440aa42c,centered-gaussian,240,240,1033.8083,1021,622,1481.4,0.9542,119.0962,3.1417,43.725,47.8583,0.2792,1.1042,0.2655,7051.975,337.3289,453.3355,-4123.3658
centered_candidate_000034_d4c679d5,centered-gaussian,240,240,1045.3333,1028,637.9,1489.2,0.9708,119.6937,3.1792,44.3625,49.4083,0.2625,1.125,0.2549,7104.7792,325.6288,475.0856,-4129.4183
centered_candidate_000171_aacaf6c0,centered-gaussian,240,240,1031.2958,1009.5,628,1530.1,0.9292,118.2475,3.1417,43.8667,49.2542,0.2708,1.0625,0.2823,7030.0292,343.6765,456.1618,-4131.152
general_top10-average-phased_862739ab,top10-average-phased,240,240,1027.4,1000,648.4,1458.5,0.9625,119.5148,3.1125,43.6208,49.3583,0.2833,1.0917,0.2713,7076.8875,319.9662,488.4169,-4132.2607
centered_candidate_000090_19d4e78c,centered-gaussian,240,240,1027.1958,1018.5,645.3,1462.4,0.95,119.1125,3.1,43.5125,47.95,0.2708,1.125,0.2549,7075.6125,321.0358,484.7821,-4137.1338
search_candidate_000147_7f627c9a,random-phased,240,240,1034.2958,1013,625.8,1501.3,0.9417,119.0487,3.1333,43.75,48.6625,0.2542,1.05,0.2933,7057.6667,329.8173,460.8913,-4140.5276
centered_candidate_000170_c5e8f41a,centered-gaussian,240,240,1032.1792,1020.5,643.4,1471,0.9625,119.5579,3.1208,43.6375,46.3917,0.2333,1.1292,0.2577,7096.8833,318.6447,484.0777,-4140.9631
centered_candidate_000052_5fdf6b28,centered-gaussian,240,240,1015.3958,989.5,624.5,1477.8,0.95,118.9694,3.0333,43.1333,47.5667,0.2958,1.0917,0.2684,7037.7875,325.6378,461.6811,-4143.1692
centered_candidate_000056_443ac6f4,centered-gaussian,240,240,1034.2417,1026.5,627.9,1490.7,0.9458,119.5417,3.1833,43.525,49.2917,0.2875,1.1083,0.2637,7082.1125,324.0565,465.8718,-4151.2788
centered_candidate_000132_3cc1c040,centered-gaussian,240,240,1024.5792,1005.5,613.6,1500.3,0.9,118.1227,3.1083,43.775,49.8875,0.2917,1.0208,0.2929,7003,334.9249,446.1375,-4151.7758
centered_candidate_000160_ad78dbb0,centered-gaussian,240,240,1007.6208,1019,630.4,1434.6,0.95,118.9142,3.0292,42.8625,48.8625,0.2625,1.0958,0.2671,7062.9083,311.946,474.427,-4153.8567
centered_candidate_000082_25f70ad1,centered-gaussian,240,240,1024.2167,1003,620.6,1487.3,0.9083,118.3967,3.0958,43.825,50.8667,0.2833,1.0292,0.2968,7020.0958,334.9809,453.1095,-4156.562
centered_candidate_000031_12856fbf,centered-gaussian,240,240,1031.5292,1039,623,1453.7,0.9792,119.6558,3.125,43.7792,48.5042,0.2458,1.125,0.2581,7119.7375,327.5756,459.2122,-4156.6568
centered_candidate_000059_24dec5a8,centered-gaussian,240,240,1024.0667,1023,609.9,1461.3,0.9333,118.8562,3.1208,43.3458,48.6583,0.2708,1.0833,0.2728,7051.075,326.4462,446.6769,-4159.5442
centered_candidate_000138_629693cc,centered-gaussian,240,240,1026.1708,981.5,635,1515.2,0.9458,118.9713,3.0875,43.7417,48.5333,0.25,1.1083,0.2602,7064.6375,331.8232,469.0884,-4160.248
centered_candidate_000199_553c3de2,centered-gaussian,240,240,1031.2333,1030,637,1505,0.9542,119.1462,3.15,43.7542,50.0458,0.2458,1.0875,0.2773,7107.5833,323.6445,475.1778,-4162.3122
centered_candidate_000093_61c3616a,centered-gaussian,240,240,997.7125,973,610.5,1421.8,0.9333,118.4048,2.9583,42.8042,49.4167,0.275,1.0792,0.2728,7009.3792,318.2432,451.3784,-4167.082
centered_candidate_000215_feb4c877,centered-gaussian,240,240,1031.6083,1017.5,643,1447.5,0.9375,118.9152,3.125,43.925,49.0167,0.2458,1.0875,0.2755,7094.2792,328.035,478.9825,-4167.6278
centered_candidate_000091_76c01d16,centered-gaussian,240,240,1010.7708,986,622.7,1431.3,0.8667,117.6071,3.0917,43.2875,54.2042,0.2875,0.9833,0.3234,6975.3208,332.5934,456.4033,-4173.242
centered_candidate_000112_c921c161,centered-gaussian,240,240,1047.1042,1033.5,645.3,1503.5,0.975,119.6587,3.15,44.625,48.8458,0.2333,1.1375,0.2632,7176.5875,337.004,476.798,-4188.8941
centered_candidate_000216_a3f3600d,centered-gaussian,240,240,1028.275,1009,634.4,1506.5,0.9667,119.3925,3.1375,43.3208,48.2,0.2,1.1333,0.2619,7131.9333,325.1578,471.8211,-4190.0032
centered_candidate_000112_06938151,centered-gaussian,240,240,1020.2625,992.5,619.9,1455.3,0.95,119.2444,3.075,43.2,48.025,0.2542,1.1167,0.2594,7092.2,308.127,465.8365,-4191.3929
centered_candidate_000102_449d4116,centered-gaussian,240,240,1017.6958,991.5,635,1459.6,0.9125,118.265,3.1125,43.3792,52.4958,0.2917,1.0083,0.3153,7066.7875,329.4603,470.2698,-4198.7337
search_candidate_000032_0dae94f6,random-phased,240,240,992.7417,989,657.9,1349.9,0.975,119.7175,3.0208,41.5042,49.2667,0.225,1.1083,0.2745,7133.7625,280.2678,517.7661,-4201.2544
centered_candidate_000001_df3873fe,centered-gaussian,240,240,1030.6,1003.5,646.9,1533,0.9375,119.0485,3.1167,43.7375,49.6125,0.2167,1.075,0.2899,7124.5417,327.2821,483.2589,-4202.6281
centered_candidate_000092_c5be474c,centered-gaussian,240,240,1034.8875,1005.5,628,1510.1,0.9417,119.13,3.15,43.9833,49.75,0.2417,1.0708,0.2889,7122.1583,325.1122,465.4439,-4205.4766
centered_candidate_000039_e779efe9,centered-gaussian,240,240,1022.0208,1007.5,619.3,1452.2,0.925,118.8567,3.0958,43.6208,50.3667,0.2875,1.0583,0.2868,7091.4833,321.2902,458.6549,-4209.5305
centered_candidate_000134_0ef4e0cd,centered-gaussian,240,240,1016.1458,1008,618,1396,0.8875,117.8335,3.1125,43.3208,53.2667,0.275,1.0083,0.3168,7056.5542,330.374,452.813,-4220.5831
centered_candidate_000113_0a706f8b,centered-gaussian,240,240,1036.6417,1018,626,1483,0.9708,119.4921,3.1333,44.0542,49.9083,0.2458,1.15,0.2536,7173.2208,330.3901,460.805,-4222.0238
centered_candidate_000088_a8e666eb,centered-gaussian,240,240,1033.1667,1021,646,1450.2,0.9708,119.5815,3.1,43.7625,46.9958,0.2167,1.1542,0.2558,7193.6208,308.4348,491.7826,-4224.0078
centered_candidate_000148_e533cded,centered-gaussian,240,240,1023.2917,984.5,645.8,1461.8,0.9583,119.1813,3.0792,43.4875,49.0542,0.25,1.0917,0.2781,7151.0042,321.0544,485.2728,-4224.7
centered_candidate_000093_4bb0c656,centered-gaussian,240,240,1012.8125,993.5,624.5,1474,0.9167,118.4585,3.0917,42.8333,49.9917,0.2583,1.0458,0.3004,7089.0667,325.2017,461.8991,-4228.2778
centered_candidate_000117_62e84a68,centered-gaussian,240,240,997.6875,964.5,637.7,1393.9,0.9625,118.9402,2.9583,42.4375,48.1167,0.2375,1.1333,0.2575,7120.9958,316.5284,479.4358,-4231.704
search_candidate_000015_ba1aca5b,random-phased,240,240,1053.775,1030,641.5,1556.2,0.9833,119.731,3.2208,44.6708,49.9042,0.2042,1.1542,0.2596,7244.5292,330.2449,476.3775,-4245.2698
centered_candidate_000095_d6cc5f30,centered-gaussian,240,240,1036.7792,1039,633.4,1490.4,0.9542,119.226,3.1458,44.1417,48.4958,0.275,1.1375,0.2579,7201.7833,326.7531,470.0234,-4249.9681
centered_candidate_000001_9be1f71c,centered-gaussian,240,240,1035.3,1018,644.5,1472.2,0.95,118.7806,3.1708,44.0917,51.9917,0.2917,1.125,0.2624,7205.9583,341.4315,473.7842,-4264.3446
centered_candidate_000072_73ef8b6d,centered-gaussian,240,240,1024.8958,1025.5,641.9,1406.1,0.9708,119.6062,3.1208,43.1458,49.4125,0.2458,1.1375,0.2628,7225.6333,312.4076,485.6962,-4266.1157
centered_candidate_000142_ca78a331,centered-gaussian,240,240,1028.7583,1019,623.3,1487.7,0.925,118.8571,3.125,43.9583,50.7125,0.275,1.0792,0.2935,7167.6917,335.0838,455.7581,-4272.8101
centered_candidate_000065_3061b0ea,centered-gaussian,240,240,1037.3125,1033,639.8,1514.9,0.9708,119.6331,3.1542,43.9417,48.5958,0.2667,1.15,0.2583,7243.9,329.7518,474.9241,-4273.3645
centered_candidate_000215_145ee6f6,centered-gaussian,240,240,1013.45,1005,623.8,1441,0.95,119.1454,3.0875,42.8458,49.0708,0.2625,1.1167,0.2672,7176.6542,328.1233,459.7384,-4277.2888
centered_candidate_000006_aa539196,centered-gaussian,240,240,1019.05,1014.5,639.6,1485.5,0.9292,118.5887,3.1042,43.5292,52.2125,0.2542,1.0583,0.3014,7179.8667,329.9882,474.6059,-4278.7176
centered_candidate_000077_074b79f5,centered-gaussian,240,240,1024.2458,995.5,627.7,1499.5,0.9375,118.9796,3.1333,43.5375,51.125,0.2625,1.0792,0.2887,7174.65,336.3395,459.5303,-4280.2621
centered_candidate_000167_3e88daca,centered-gaussian,240,240,1042.9292,1024.5,634.5,1522.3,0.95,119.4358,3.15,44.425,48.7875,0.2333,1.1375,0.2632,7232.5583,338.6464,465.1768,-4287.5084
centered_candidate_000054_ca4cfe3e,centered-gaussian,240,240,1024.9417,1023,652,1424.2,0.9542,119.429,3.0917,43.5625,48.4958,0.2208,1.1625,0.257,7240.0125,310.0161,496.9919,-4289.8074
centered_candidate_000086_1c3b4213,centered-gaussian,240,240,1022.8708,1010.5,617.8,1440.2,0.9458,119.1433,3.0875,43.5792,49.6125,0.2167,1.1208,0.2683,7196.2917,322.4326,456.5837,-4292.584
centered_candidate_000175_7cdcfae2,centered-gaussian,240,240,1008.7458,1003,599.7,1445.8,0.9,117.6475,3.0583,43.1,51.1167,0.3125,1.0375,0.2979,7120.2625,329.7771,434.8115,-4296.2121
centered_candidate_000187_93d153fe,centered-gaussian,240,240,1011.7583,1020,632.9,1388.2,0.9125,118.7081,3.0542,43.0583,51.6875,0.2583,1.05,0.2991,7175.7917,310.2193,477.7904,-4297.2572
centered_candidate_000203_1c26231f,centered-gaussian,240,240,1024.625,1000,660.9,1470.1,0.9708,119.6252,3.0958,43.2958,47.8792,0.2208,1.1667,0.2536,7259.725,319.9327,500.9337,-4299.5332
centered_candidate_000197_2bd0e929,centered-gaussian,240,240,1031.6375,1017,633.8,1526.3,0.9333,119.0015,3.1167,44.2083,51.8042,0.2458,1.0667,0.3008,7220.2292,328.0071,469.7964,-4305.3198
centered_candidate_000076_9ba6cb12,centered-gaussian,240,240,1022.2583,969,642.7,1493,0.8917,118.2792,3.1375,43.7417,52.9542,0.2667,1.05,0.3,7153.6792,335.2446,475.0777,-4308.1431
centered_candidate_000161_1ac8a2d1,centered-gaussian,240,240,1023.0167,1014,613,1488,0.8875,117.3215,3.1333,43.6667,53.2375,0.3042,1.0333,0.3101,7147.5,350.2479,437.876,-4309.6329
centered_candidate_000082_ff2be88c,centered-gaussian,240,240,1033.0125,1018,630.8,1455.2,0.9542,119.4217,3.1125,44.0042,49.275,0.2167,1.1417,0.2634,7249.8667,325.359,468.1205,-4314.1193
centered_candidate_000169_d1b583c7,centered-gaussian,240,240,1013.4583,1008,617.4,1503.3,0.9125,118.041,3.0875,43.275,50.8208,0.2375,1.0667,0.3008,7172.7458,333.2138,450.7931,-4315.5103
centered_candidate_000003_8422e1db,centered-gaussian,240,240,1018.6292,987,633.3,1495.6,0.9292,118.1583,3.1167,43.2667,50.8667,0.2792,1.0458,0.3049,7199.4583,335.8283,465.3859,-4318.6882
centered_candidate_000067_b4b165fb,centered-gaussian,240,240,1023.7667,1025,650.8,1453.6,0.9292,118.8923,3.0875,43.6792,49.7125,0.2667,1.0958,0.2848,7243.9042,307.4019,497.0991,-4319.3112
centered_candidate_000127_93d863f2,centered-gaussian,240,240,1025.6,997,639.9,1486.6,0.9417,118.6815,3.0917,43.8625,49.6958,0.2292,1.1083,0.2805,7236,329.3122,475.2439,-4324.1758
centered_candidate_000104_a119cc88,centered-gaussian,240,240,1007.725,987.5,612.5,1444.1,0.9542,119.2306,3.0292,42.5958,48.425,0.2625,1.1375,0.2623,7210.4792,304.3267,460.3366,-4325.7028
centered_candidate_000069_fc0d313d,centered-gaussian,240,240,1037.7167,1016,638.4,1458.9,0.9542,119.0887,3.1583,44.1417,49.9292,0.2375,1.1292,0.2752,7274.2542,334.0472,471.3764,-4330.4603
centered_candidate_000031_b84d92b5,centered-gaussian,240,240,1022.3333,1014,646,1454.5,0.9667,119.5735,3.0708,43.2958,47.9875,0.2208,1.1667,0.2562,7278.9833,326.6111,482.6945,-4331.5055
centered_candidate_000163_c0def113,centered-gaussian,240,240,1033.3958,1021.5,617,1485,0.9542,118.6696,3.1333,43.9375,49.0292,0.2708,1.1208,0.2692,7258.9833,326.1103,453.9448,-4332.2929
centered_candidate_000198_3e5fac68,centered-gaussian,240,240,1012.125,985.5,630.9,1449.2,0.9458,119.4358,3.0542,42.9375,49.2542,0.2542,1.1125,0.2781,7229.1042,308.7911,476.5044,-4335.4341
centered_candidate_000033_9efb7f02,centered-gaussian,240,240,1033.7417,1026,627.5,1470.9,0.9167,118.4804,3.1458,44.2583,51.2,0.3208,1.0708,0.2858,7234.7667,330.8843,462.0579,-4335.5352
centered_candidate_000091_f87b37c5,centered-gaussian,240,240,1023.4833,994.5,656.1,1492.2,0.9333,119.0894,3.1167,43.4917,50.5375,0.2292,1.0917,0.2885,7252.9542,317.0822,497.5589,-4337.4239
centered_candidate_000045_cc795f38,centered-gaussian,240,240,1033.7333,1015.5,643.8,1437.2,0.9292,119.065,3.1375,43.9417,49.3542,0.2792,1.0875,0.2822,7260.9083,317.4457,485.0771,-4338.7075
centered_candidate_000072_59ddbc6b,centered-gaussian,240,240,1023.675,1010,656.9,1496.3,0.9208,118.5931,3.1417,43.3625,51.6083,0.2917,1.075,0.2876,7253.1083,317.5702,498.1149,-4341.594
search_candidate_000059_1c641298,random-phased,240,240,1016.9417,1016.5,623.5,1380.1,0.9458,118.9123,3.0875,43.0833,50.3625,0.2417,1.1042,0.2808,7250.5708,311.4641,467.768,-4343.0386
centered_candidate_000211_17dd3b0e,centered-gaussian,240,240,1011.8417,1020.5,619.9,1434.1,0.9083,117.7165,3.0875,43.1917,51.9792,0.2708,1.0792,0.2947,7211.425,326.8989,456.4506,-4350.4598
centered_candidate_000001_da997d9f,centered-gaussian,240,240,1017.6958,982,620,1477.4,0.9167,118.7481,3.0917,43.325,52.2208,0.2458,1.0833,0.2947,7209.6083,333.5606,453.2197,-4354.9579
centered_candidate_000019_88d48860,centered-gaussian,240,240,1050.1625,1045.5,650.6,1546,0.95,119.2406,3.2042,44.8792,52.3917,0.2458,1.1083,0.2887,7335.3042,334.0436,483.5782,-4358.7204
centered_candidate_000043_06780ea8,centered-gaussian,240,240,1025.1792,1001.5,609.9,1472.8,0.8875,118.0858,3.1417,43.9,53.425,0.275,1.05,0.3053,7192.2042,342.3149,438.7425,-4359.318
centered_candidate_000164_d02a6299,centered-gaussian,240,240,1027.2417,1016.5,633.8,1436.4,0.9667,119.3508,3.0917,43.7542,48.7042,0.2542,1.1625,0.2604,7309.3875,320.666,473.467,-4364.3224
centered_candidate_000199_d9c62b77,centered-gaussian,240,240,1029.0583,1015,625.7,1501,0.9125,118.5442,3.1167,44.1208,51.3417,0.2625,1.0667,0.298,7253.8542,341.549,454.9255,-4372.5456
centered_candidate_000154_f7416e29,centered-gaussian,240,240,1031.85,1012,649.8,1469.8,0.9542,119.4415,3.1292,43.8375,49.3667,0.2375,1.15,0.2644,7319.3458,326.0433,486.7784,-4372.6978
centered_candidate_000169_1dff2037,centered-gaussian,240,240,1029.0375,1014.5,615.7,1482.1,0.9375,118.5552,3.1167,43.8042,49.5917,0.25,1.1167,0.2804,7278.0792,335.0271,448.1865,-4378.7371
