candidateId,strategyVariantId,runs,scenarioCount,avgExp,medianExp,p10Exp,p90Exp,expStdDev,avgScore,medianScore,p10Score,p90Score,completionRate,avgSurvivalTimeSeconds,avgLevel,avgKills,avgDamageDealt,medianDamageDealt,p10DamageDealt,p90DamageDealt,avgDamageTaken,damageWindowPassRate,avgDamageWindowViolationCount,avgMaxDamageWindowRatio,damageSafetyPenalty,damageDealtStdDev,scoreStdDev,consistencyScore,generalFitnessScore
centered_candidate_000069_ac6635ac,centered-gaussian,90,90,41.1333,31,11,88.1,33.255,943.2444,769,391.2,1814.7,0.3778,98.3283,3.1889,44.0444,1346.7111,1059.5,466.7,2891.2,93.1889,0.1,1.7,0.5724,13969.2889,867.6411,585.6879,-5.6275,41.1333
centered_candidate_000047_90d4effe,centered-gaussian,90,90,41.1111,30.5,9.9,90.1,33.3988,957.8778,790,434.1,1904.3,0.4556,100.1711,3.1556,44.7556,1359.0111,1067.5,539.8,2891.9,88.0222,0.1111,1.6111,0.535,13078.7,869.4836,576.6571,-6.7994,41.1111
centered_candidate_000107_3986377a,centered-gaussian,90,90,41.0889,29,8,93.2,34.712,941.8778,809,339.9,1789.2,0.4556,98.4906,3.2,44.1,1340.7889,1088.5,407.5,2678.6,88.5,0.1222,1.6333,0.5494,13221.7222,860.8991,565.9611,-9.356,41.0889
centered_candidate_000056_dbabb520,centered-gaussian,90,90,41.0778,29,9.9,89.3,36.4784,924.3778,680.5,401,1968,0.3333,96.9239,3.1778,43.2778,1325.1333,1029.5,471.3,2911.4,99.2,0.0556,1.7667,0.6022,14741.5222,889.7071,570.8309,-8.3392,41.0778
centered_candidate_000110_8d040657,centered-gaussian,90,90,41.0778,29.5,12,88.1,33.3104,973.1222,821,406.1,1755.9,0.4778,100.9461,3.1889,45.1667,1386.8889,1110,539.8,3143.8,83.4667,0.1222,1.6556,0.5019,12984.0889,888.0525,578.3918,-4.6552,41.0778
centered_candidate_000132_4b67586b,centered-gaussian,90,90,41.0778,31.5,10.9,86.2,33.3054,954.3222,768.5,449.8,1919.6,0.3889,100.5633,3.1778,44.1889,1357.6667,1056,560.9,2768.1,90.6444,0.1444,1.6556,0.5338,13625.0222,826.8955,552.2888,-5.7527,41.0778
centered_candidate_000092_d2e53310,centered-gaussian,90,90,41.0667,29.5,12.8,84.4,32.8991,964.7556,773,446.1,1890.8,0.4111,102.6639,3.2333,44.2778,1385.8778,1080,587.2,3039.8,88.3889,0.1444,1.6333,0.5276,13289.2222,847.81,540.0298,-3.6496,41.0667
centered_candidate_000072_482c51cc,centered-gaussian,90,90,41.0444,29.5,11,86.6,33.3353,955.2444,770,438.9,1824.6,0.4111,101.2644,3.2333,44.3,1373,1082,558.4,2967.9,92.5556,0.0889,1.7,0.5307,13802.6778,840.844,538.8976,-5.6677,41.0444
centered_candidate_000006_5d664c61,centered-gaussian,90,90,41.0333,30.5,10.9,94.6,35.074,945.0444,784,443.9,1775,0.4111,99.7861,3.2111,44.1556,1346.7444,1058,567.7,2771.6,91.9667,0.1,1.8111,0.5242,14288.4222,849.2165,555.0153,-6.637,41.0333
search_candidate_000051_50872cf0,random-phased,90,90,41.0222,26,6,104,41.9118,883.8222,654.5,219.4,2102.8,0.3111,90.3917,3.0667,41.9667,1247.5222,853.5,323.7,3192.1,97.8556,0.1111,1.4444,0.6853,13609.6333,1011.8595,685.1502,-14.9559,41.0222
centered_candidate_000139_6c3be987,centered-gaussian,90,90,41,31,10.9,86.1,34.0336,941.5,766,436.6,1881.1,0.4222,101.0394,3.2111,43.2889,1361.7667,1083,550.2,3003.7,93.3111,0.0667,1.7556,0.5398,14099.9,830.6101,547.365,-6.1168,41
centered_candidate_000024_01cd895a,centered-gaussian,90,90,40.9889,30,11,86.1,34.2012,954.5556,771.5,439,1786.6,0.4444,101.4306,3.2222,44.1111,1372.3778,1048,537.4,3047.7,88.0444,0.1222,1.7444,0.4964,13678.1111,852.1635,555.8849,-6.1006,40.9889
centered_candidate_000029_3ac7545a,centered-gaussian,90,90,40.9889,30.5,11,85,32.4289,954.2222,777,439.2,1712,0.3667,100.5128,3.2111,44.2889,1362.9556,1077.5,539,2990.1,92.4111,0.1,1.7333,0.5442,14032.7333,848.1564,550.8758,-5.2144,40.9889
centered_candidate_000041_1547624a,centered-gaussian,90,90,40.9889,29,10,88.1,34.1928,969.5778,770,430.8,1970.5,0.4667,102.32,3.1778,44.8333,1398,1082,588.6,3120.6,86.3333,0.1556,1.6111,0.5162,13004.6333,880.442,579.4444,-7.0964,40.9889
centered_candidate_000040_2c3a5ccb,centered-gaussian,90,90,40.9778,31,11,87.1,32.1441,961.0889,789.5,450.3,1987.3,0.4,101.35,3.2111,44.6889,1387.2778,1058,617.2,2964,92.7778,0.0444,1.7,0.553,13945.6,861.5086,545.1401,-5.0721,40.9778
centered_candidate_000139_01f9c1de,centered-gaussian,90,90,40.9556,29,11,88.2,33.8697,974.8,777,457.6,2037.1,0.4667,102.1583,3.2111,45.2111,1388.6111,1095.5,586.1,2971.7,87.7889,0.1333,1.6667,0.5145,13234.7889,875.2973,580.8469,-5.9348,40.9556
centered_candidate_000091_ceeea182,centered-gaussian,90,90,40.9444,30,10,84.9,33.3285,954.6222,814,454.6,1756.3,0.4333,102.4678,3.2111,44.1333,1365.1889,1078,580.3,2399.1,87.6556,0.1444,1.7,0.4945,13439.6556,792.6884,518.8146,-6.6642,40.9444
centered_candidate_000077_a56174ea,centered-gaussian,90,90,40.9222,31.5,9,80.1,36.6304,917.6,748.5,397.5,1855.1,0.3556,98.0728,3.2,42.7556,1323.3889,1029,528.2,2726.5,96.4,0.0778,1.7111,0.5851,14301.5111,863.5281,547.3542,-9.3152,40.9222
centered_candidate_000045_d217d043,centered-gaussian,90,90,40.9111,28.5,8.9,92.4,37.2104,903.2778,707.5,354.9,1930.4,0.3444,94.615,3.1889,43.1444,1294.9222,1026.5,435.8,2624.9,99.8333,0.0444,1.7778,0.5963,14656.9,891.1211,571.4661,-9.7052,40.9111
centered_candidate_000060_0c40acc9,centered-gaussian,90,90,40.8778,30.5,8,85.5,33.4298,937.5111,766.5,401.1,1812.8,0.3667,98.8517,3.2111,43.6556,1333.4667,1072.5,517.4,2944.3,92.9222,0.0889,1.7222,0.5678,14090.5889,835.9753,556.365,-8.7149,40.8778
search_candidate_000158_56e3a51c,random-phased,90,90,40.8111,31,10,89.1,32.8775,935.5667,764.5,423.7,1716.3,0.4,100.355,3.1667,43.9778,1340.9444,1075,517.4,2366.1,96.7889,0.0889,1.8333,0.5359,14567.2556,814.8303,529.4227,-6.4388,40.8111
centered_candidate_000128_bdf46744,centered-gaussian,90,90,40.8,26.5,8.9,85.4,34.5113,945.1667,737.5,414.4,1941.8,0.3889,99.4556,3.1778,44.0556,1365.9778,1070.5,509.4,3133.8,90.6333,0.1111,1.6333,0.5639,13524.4556,912.5632,584.7234,-8.3556,40.8
centered_candidate_000004_96e0f175,centered-gaussian,90,90,40.7889,30.5,9.9,83.2,34.6652,932.5333,760.5,385.7,1955,0.3556,97.3061,3.2,43.9667,1332.5889,1065.5,475.6,3023.8,95.1667,0.1222,1.6556,0.5922,13909.2,882.1799,573.7772,-7.4326,40.7889
centered_candidate_000156_bf76cd16,centered-gaussian,90,90,40.7667,29.5,11,86,33.495,950.4111,802.5,433.5,1889.1,0.4222,101.5489,3.1444,44.5444,1361.7444,1087.5,573.4,2760.2,89.9556,0.1111,1.7111,0.543,13727.6444,827.4372,546.5588,-5.7475,40.7667
centered_candidate_000083_7c529b10,centered-gaussian,90,90,40.7444,30,9,92.1,34.9992,942.8778,747.5,378,1736.7,0.4222,98.305,3.2,43.9222,1333.8,1081.5,463.5,2911.8,88.7,0.1444,1.5444,0.5501,12857.6111,866.8584,567.0577,-8.4996,40.7444
centered_candidate_000064_d9d012bc,centered-gaussian,90,90,40.7333,31.5,9,82,34.5591,942.0222,783,396.8,1861.1,0.4,99.5172,3.1778,43.9667,1344.5667,1053,497.2,2931.9,91.3,0.1111,1.6778,0.5566,13709.4,862.9155,564.8401,-8.2795,40.7333
centered_candidate_000008_a4c880f2,centered-gaussian,90,90,40.7,30,10,83.1,33.225,941.8889,789.5,427,1715.9,0.4333,100.745,3.2222,43.2333,1344.7222,1118,523.6,2307.4,90.0111,0.1111,1.6889,0.5126,13455.6556,806.5601,544.811,-6.6125,40.7
centered_candidate_000160_c8d4b369,centered-gaussian,90,90,40.7,29,10.9,80.6,33.4101,939.4,758,440.4,1753,0.3889,100.4689,3.2,43.8778,1346.2333,1084,586.5,2658.4,94.9333,0.1,1.7222,0.5562,14086.6556,814.6535,526.9036,-5.805,40.7
centered_candidate_000148_e3215141,centered-gaussian,90,90,40.6889,31.5,8.7,85.3,33.5416,942.4111,791.5,337,1908.9,0.3667,99.1961,3.1444,44.2444,1349.9778,1070.5,419.6,2865.7,93.1222,0.1,1.6667,0.5777,13716.1,886.0863,603.9181,-8.0708,40.6889
centered_candidate_000152_cd2c58a9,centered-gaussian,90,90,40.6889,32,11,89.3,30.7259,964.6,777.5,446.5,1715.7,0.4111,101.1767,3.2,44.2222,1367.2778,1136.5,568.4,2429.5,87.3667,0.1444,1.6222,0.5223,13064.7889,817.4319,548.9434,-4.363,40.6889
centered_candidate_000056_b4338851,centered-gaussian,90,90,40.6778,30.5,10,82.5,34.5295,963.0889,808,411.8,1983.1,0.4667,101.0872,3.1667,44.2778,1382.4,1116,519.3,3108.3,84.4778,0.1556,1.6667,0.4987,13179.7444,887.607,586.0538,-7.2647,40.6778
centered_candidate_000002_0f609d29,centered-gaussian,90,90,40.6667,32,10.9,83.4,32.1448,952.1333,778.5,434,1753.6,0.4222,100.7928,3.1889,44.4111,1370.7778,1068.5,543.2,2901.1,89.2,0.1444,1.6222,0.5393,13283.7111,848.0669,554.2445,-5.1724,40.6667
general_top10-average-phased_6edfc1e6,top10-average-phased,90,90,40.6667,29,11,83.3,33.849,956.4778,772,442.9,1936.7,0.4111,101.5989,3.1667,44.2778,1367.3667,1063,559.5,2918.5,88.1556,0.1111,1.6333,0.5311,13257.8333,861.6912,557.0715,-5.9245,40.6667
centered_candidate_000100_10cb43ad,centered-gaussian,90,90,40.6556,30.5,9.9,86.4,33.6069,963.2222,759,416.9,2059.1,0.4333,100.605,3.2111,44.3889,1369.1333,1059,548,2937,88.6889,0.1556,1.6556,0.523,13375.1444,885.0646,590.1882,-6.9035,40.6556
centered_candidate_000071_3cdd69c1,centered-gaussian,90,90,40.6444,30.5,11.9,87.4,31.9442,967.1889,831.5,448.9,1781.1,0.4556,102.5511,3.1778,44.9889,1381.6222,1097,566.2,2852.8,87.8222,0.1556,1.6111,0.5264,13141.8778,838.7611,541.2297,-4.0721,40.6444
centered_candidate_000118_a4da7708,centered-gaussian,90,90,40.6,29.5,9.9,91.2,35.2565,906.7778,683,415.7,1696.7,0.3444,97.4906,3.1333,42.7889,1304.0111,1040.5,506.4,2724.8,97.0778,0.0556,1.7556,0.5958,14532.3667,848.2626,542.3708,-7.7282,40.6
centered_candidate_000042_7037b1f7,centered-gaussian,90,90,40.5889,29,10,85.1,33.3023,964.1111,790,455.2,1997,0.4,100.7261,3.2111,44.5111,1376.6444,1087,565.8,3072.2,87.8333,0.1556,1.6444,0.5116,13268.6778,878.2173,566.4746,-6.6511,40.5889
general_top10-average-phased_01e57f8a,top10-average-phased,90,90,40.5556,30.5,10.9,82.8,31.4629,955.8778,777.5,449.5,1746.4,0.4333,102.0133,3.1778,44.0444,1369.2111,1039,575.8,2655.7,88.1778,0.1222,1.7444,0.5154,13594.5,786.7059,518.8413,-4.8314,40.5556
search_candidate_000007_fa16a3c0,random-phased,90,90,40.5444,27.5,10,81.6,32.556,958.9,785,441,1788.1,0.4111,102.1922,3.2,44.4444,1355.8,1076,616,2978.2,89.6667,0.1333,1.6333,0.5126,13237.1,819.6849,553.5671,-6.278,40.5444
search_candidate_000025_f57ca43a,random-phased,90,90,40.5444,31.5,10,85.4,33.4389,985.0889,823.5,454.9,1990.6,0.5111,104.815,3.2,44.8222,1411.4556,1136.5,570.7,3065,79.4889,0.2111,1.5889,0.4546,12252.0889,853.9476,568.8642,-6.7194,40.5444
centered_candidate_000038_a527f27b,centered-gaussian,90,90,40.5222,28.5,11,80.5,32.0708,950.2222,783.5,457.9,1820.6,0.3778,101.9689,3.2222,43.6,1351.3222,1082.5,602.5,2272.3,92.3889,0.1222,1.7444,0.5282,14030.1111,764.8889,508.8359,-5.0354,40.5222
search_candidate_000005_af37e535,random-phased,90,90,40.5222,32.5,11.7,85.3,32.5854,947.8889,807.5,450.2,1731.1,0.3889,99.9067,3.1778,44.2333,1326.0333,1081,549.6,2902.9,90.3222,0.1444,1.6333,0.5508,13455.5,838.8586,561.4385,-4.5927,40.5222
centered_candidate_000096_94e2f5c4,centered-gaussian,90,90,40.5111,28,10.9,81.5,32.0992,972.6,801,452.5,1935.2,0.4778,103.2156,3.2,44.8,1408.6778,1123,609.6,3188.8,87.8667,0.1222,1.7,0.5114,13447.3778,869.4297,557.8875,-5.1496,40.5111
centered_candidate_000013_36d6dadf,centered-gaussian,90,90,40.4889,29,10.9,82,32.9438,953.7,735.5,453.3,1974.4,0.4333,101.7172,3.2111,44.0778,1391.0778,1077.5,559.9,3081.2,91.3111,0.1111,1.6,0.5306,13178.9111,859.6039,550.2845,-5.5719,40.4889
centered_candidate_000054_a909bf29,centered-gaussian,90,90,40.4333,31.5,9,86.1,32.4924,946.8222,793,411.6,1600.6,0.4222,101.8333,3.2,43.5222,1377.4,1084.5,535.9,2366.4,88.6333,0.1556,1.6,0.5268,13016.3333,839.437,543.7665,-7.2462,40.4333
centered_candidate_000142_05037d45,centered-gaussian,90,90,40.4333,31.5,10.9,81,31.4286,961.6556,768.5,446.6,1850.9,0.3889,101.8656,3.2111,44.2222,1405.9111,1054.5,556.4,3196.3,90.6778,0.1444,1.6889,0.5245,13619.4667,895.2468,560.9994,-4.8143,40.4333
centered_candidate_000025_7ca58362,centered-gaussian,90,90,40.4111,30.5,10,83.5,32.1254,955.5778,806.5,421.1,1835.6,0.4111,100.1133,3.2222,44.0556,1346.2556,1143.5,499.3,2838.2,88.6111,0.1444,1.6556,0.5309,13345.2444,812.2006,539.1322,-6.0627,40.4111
centered_candidate_000108_cce61bfb,centered-gaussian,90,90,40.4111,30,9.9,88.1,33.2107,932.3111,769.5,385.5,1648,0.4333,99.0678,3.1444,43,1333.9333,1067.5,479.9,2829.8,86.9444,0.1333,1.5778,0.5279,12892.3444,847.0701,559.6173,-6.7054,40.4111
general_top5-average-phased_7802e491,top5-average-phased,90,90,40.4111,31,10,88.2,31.8461,961.1667,774.5,443.2,1977,0.4,101.4339,3.1778,44.8556,1387.2333,1105.5,576.5,3001.1,91.0667,0.1111,1.6778,0.5366,13655.9556,850.8908,555.5558,-5.9231,40.4111
centered_candidate_000051_c7d51c8c,centered-gaussian,90,90,40.3889,30.5,9,79,32.8744,944.4111,821.5,403.8,1864,0.3889,100.1756,3.1667,44.2111,1361.3667,1093,523.7,3018.6,90.9889,0.1111,1.6556,0.5577,13537.9556,849.6439,556.9883,-7.4372,40.3889
centered_candidate_000138_0a95a938,centered-gaussian,90,90,40.3667,30.5,10,84.8,33.014,946.9778,820.5,405.1,1954.9,0.4,100.4072,3.1667,43.6222,1336.1222,1123,527,2618.5,88.6444,0.1444,1.6333,0.5395,13267.8889,820.4372,555.0954,-6.507,40.3667
search_candidate_000061_86d97b4d,random-phased,90,90,40.3556,32,10,94.1,32.7666,940.5889,777,447.9,1748.5,0.3889,101.8756,3.1889,43.5333,1347.6,1056.5,565,2601.2,93.9111,0.0667,1.8556,0.5326,14535.4111,814.5868,525.7119,-6.3833,40.3556
search_candidate_000037_220b295e,random-phased,90,90,40.3111,30,9,93.1,34.7587,960.2,776.5,422.7,1717.8,0.4111,101.2922,3.1778,44.3111,1339.5,1047.5,518.7,3086.2,85.9,0.1778,1.5222,0.545,12717.6444,844.6792,590.7192,-8.3794,40.3111
centered_candidate_000079_96fe6df6,centered-gaussian,90,90,40.2444,29.5,11,89.4,33.1731,954.6111,774,463.7,1790.5,0.4444,101.8433,3.1889,43.6667,1363.2444,1089,585,2627.3,88.2778,0.1444,1.6333,0.5326,13258.6,819.1987,553.5843,-5.5865,40.2444
search_candidate_000018_9121caa0,random-phased,90,90,40.2333,32,9.9,87.2,33.7099,918.9667,755.5,380.6,1847.7,0.3556,97.005,3.1778,43.2111,1288.1444,1033,458.2,2864.9,97.2556,0.1,1.7111,0.5959,14215.3,850.9089,576.4825,-6.9549,40.2333
search_candidate_000109_99125207,random-phased,90,90,40.2333,29.5,8.9,83.8,34.2283,917.3778,744,383.2,1846.7,0.3778,98.2506,3.1889,43.1556,1304.9778,1018,428.7,2881.3,99.7444,0.0889,1.7778,0.5811,14442.8333,869.0373,565.4591,-8.2142,40.2333
centered_candidate_000126_38df5994,centered-gaussian,90,90,40.2222,30.5,11,76.1,32.0162,913.8556,759,407.7,1520.1,0.3889,98.9311,3.1667,42.4222,1330.0222,1082,532.7,2375.1,94.9222,0.0778,1.7444,0.5517,14176.8111,791.3319,490.7711,-5.0081,40.2222
centered_candidate_000117_38d6a5b3,centered-gaussian,90,90,40.1889,27.5,10.9,90.1,34.605,934.4222,760.5,389.8,1963.7,0.4444,99.8478,3.1333,43.4889,1343.9667,1091,475.5,2897.4,87.6,0.1111,1.6333,0.5534,13228.8,875.1421,568.5692,-6.4025,40.1889
centered_candidate_000014_83ea8983,centered-gaussian,90,90,40.1556,29,10.9,83.5,33.1917,931.2111,759.5,426.1,1697,0.3889,99.5306,3.1889,43.3667,1338.2111,1056,539.2,2567.1,91.7556,0.1111,1.6667,0.521,13526.5889,821.7703,522.2047,-5.6958,40.1556
centered_candidate_000087_6d5ab151,centered-gaussian,90,90,40.1444,28.5,10,82,34.382,940.9778,782,397.7,1876.2,0.4222,100.7444,3.1333,43.6333,1349.6111,1060,488.3,3026.1,92.6333,0.0889,1.7111,0.5493,13882.8444,851.2601,558.8433,-7.191,40.1444
search_candidate_000057_35ce2b1f,random-phased,90,90,40.1444,31,6.9,96.1,36.2453,916.5556,765.5,278.6,1936.9,0.3667,96.8639,3.0889,42.6222,1262.6556,1044,375.7,2828.3,90.5778,0.1222,1.5889,0.5902,13506.8111,848.9758,597.7365,-11.2227,40.1444
centered_candidate_000012_b3a39a25,centered-gaussian,90,90,40.1222,29.5,11,89.1,33.1803,917.9333,736.5,387.8,1738.6,0.3444,97.6939,3.1556,43.0556,1318.5222,1048,477.9,3012.4,98.6667,0.0556,1.9222,0.5652,15361.2778,855.7814,547.297,-5.5901,40.1222
search_candidate_000119_5ac2a489,random-phased,90,90,40.1222,28.5,10,82,31.1437,929.1,785.5,426.3,1685.1,0.3444,100.3922,3.2556,42.9556,1319.0111,1056,527.2,2603.5,98.2889,0.0778,1.8667,0.5404,14758.5889,758.7892,498.4794,-5.5718,40.1222
centered_candidate_000059_39220c9b,centered-gaussian,90,90,40.0778,29.5,10.9,84.5,33.4279,941.8667,795.5,443.7,1828.6,0.3778,99.58,3.2333,43.8444,1342.6333,1067.5,529.1,2642.5,93.0222,0.1111,1.7667,0.5403,14122.8111,853.1225,539.6996,-5.814,40.0778
centered_candidate_000110_7bde862f,centered-gaussian,90,90,40.0556,29,8.9,83.9,32.2671,947.9556,768,334.7,1824.6,0.4444,98.7406,3.1667,43.9333,1357.7333,1118.5,425,2831.4,86.2667,0.1778,1.6111,0.5231,12982.1667,873.5227,580.5904,-7.2335,40.0556
centered_candidate_000144_b98a8da5,centered-gaussian,90,90,40.0111,29,11,86.1,32.3884,945.1778,749,451.4,1775.3,0.4,100.3394,3.1778,44.0667,1361.5444,1068,576.7,2642.7,90.1667,0.1111,1.6889,0.5415,13601.4,841.6529,538.2373,-5.1942,40.0111
search_candidate_000022_d2fc8076,random-phased,90,90,39.9556,29,10,93.4,34.2899,946.6778,745.5,440.7,2022,0.4556,101.6372,3.1667,43.3556,1331.6889,1056.5,529.5,2955.6,84.0111,0.1889,1.4667,0.5388,12286.3889,842.939,582.0102,-7.145,39.9556
centered_candidate_000049_23d909cd,centered-gaussian,90,90,39.9111,30,10.8,83.2,34.4518,938.7,816,434.2,1954.5,0.4222,101.5022,3.1444,43.4667,1342.5444,1093.5,565.3,2987.4,89.7889,0.1222,1.7,0.5304,13606.0889,827.4116,543.9276,-6.4259,39.9111
centered_candidate_000124_eb8b487e,centered-gaussian,90,90,39.9,33,11.7,81.3,30.108,955.4,830,401.3,1705,0.4333,101.9267,3.1333,44.0111,1352.3778,1090.5,541.4,2853.2,86.6444,0.1667,1.5222,0.5279,12542.0778,799.0904,536.9687,-3.354,39.9
centered_candidate_000020_ec5f8a90,centered-gaussian,90,90,39.8778,28.5,7,86.2,35.171,889.7444,752.5,233.4,1811.4,0.3889,93.975,3.1111,42.2444,1269.7,1018.5,325.4,2460,95.5556,0.0556,1.6667,0.6,14015.4444,882.437,571.601,-10.5855,39.8778
centered_candidate_000104_7607b99a,centered-gaussian,90,90,39.8778,29.5,9,78.6,35.146,901.3667,720,409.7,1888.5,0.3222,96.5611,3.1667,42.4222,1286.6111,990,500.3,2478.1,98.9111,0.0667,1.7556,0.5986,14650.6333,850.4441,526.9322,-8.573,39.8778
centered_candidate_000154_164ce545,centered-gaussian,90,90,39.8667,29,10,76.5,32.2477,927.6556,768.5,400.8,1682.1,0.3889,100.4394,3.1556,43,1340.3778,1072,502.2,2489.9,91.5556,0.0889,1.7667,0.5287,14080.7778,813.1868,519.0998,-6.1239,39.8667
search_candidate_000138_8ab2987d,random-phased,90,90,39.7889,28.5,9,92.2,36.557,911.9444,709,344,1946.9,0.3778,95.095,3.1,43.1222,1260.8111,1035,402,2955.3,95.4222,0.1111,1.5,0.627,13322.7556,905.4015,620.0687,-9.2785,39.7889
search_candidate_000153_6505b9ec,random-phased,90,90,39.7889,30,11,91.2,31.3317,965.8556,779,471,1735.9,0.4889,104.3206,3.1556,44.1333,1384.4556,1104,685.9,2720.9,82.3333,0.1667,1.6111,0.4773,12755.1,793.6966,521.7389,-4.6659,39.7889
centered_candidate_000089_20ca41e9,centered-gaussian,90,90,39.6222,30,11.9,76.7,31.3828,927.8,755.5,478,1699.2,0.3889,101.4172,3.1667,42.8444,1356.1222,1068,579.2,2420.2,92.1333,0.1222,1.7222,0.5303,13933.8333,801.1548,499.8131,-3.7914,39.6222
search_candidate_000084_8f2c7af7,random-phased,90,90,39.5333,30,8.9,84.1,33.9176,898.2667,726,343,1807.3,0.3,95.0194,3.0667,41.7556,1246.8778,986.5,403,2504.4,96.4556,0.1,1.6333,0.6114,14004.3444,816.6045,586.5576,-8.0588,39.5333
search_candidate_000014_04c1140b,random-phased,90,90,39.4889,31.5,9,80.7,30.7225,951.1111,782.5,417.3,1789.8,0.4333,102.4406,3.1111,44.3444,1365.1444,1095.5,566.2,2812.7,90.2778,0.1333,1.6778,0.5079,13428.5333,804.2173,548.2394,-6.3613,39.4889
search_candidate_000040_04ee38a9,random-phased,90,90,39.4111,31.5,9.9,82.5,30.6365,971.8111,831,458.6,1731.9,0.5,103.25,3.1778,44.4667,1356.0444,1092,578.9,2938.6,84.4444,0.1556,1.6,0.5052,12849.3556,798.0305,571.6102,-5.4183,39.4111
search_candidate_000101_b9d9f052,random-phased,90,90,39.3556,28.5,10,88.2,30.8938,950.0222,722,437.5,1714.6,0.4667,103.9733,3.1444,43.6,1367.8556,1061.5,545.6,2914,88.6889,0.1556,1.6778,0.5063,13350.4667,796.2419,532.9372,-5.4469,39.3556
centered_candidate_000050_2bed94ec,centered-gaussian,90,90,39.2889,28.5,9.9,83,31.1784,939.5333,776,382.9,1731.3,0.4111,99.2589,3.1111,43.3778,1330.1889,1056,476.2,3008.2,88.3111,0.1222,1.5889,0.539,13041.6444,850.4437,570.5914,-5.6892,39.2889
search_candidate_000080_6247c9f0,random-phased,90,90,39.2778,29,8.9,85.1,34.8061,880.6222,700.5,351.3,1674.9,0.3333,95.7467,3.0778,42.1889,1231,1020,415,2133.6,100.7111,0.0222,1.8556,0.5913,15020.6,791.6457,514.4517,-8.5031,39.2778
centered_candidate_000080_30bae482,centered-gaussian,90,90,39.2556,26,10.9,79.1,31.9561,933.5222,712.5,425.2,1951.7,0.4111,99.9522,3.0889,43.2556,1335.5222,1071.5,519,3018.4,90.5889,0.1333,1.6444,0.5519,13490.0667,871.6958,576.0435,-5.078,39.2556
search_candidate_000074_f776d17d,random-phased,90,90,39.2222,23,7.9,85.1,34.9656,843.4556,626.5,321.2,1825.8,0.2444,89.125,3.0222,40.0333,1164.0222,908,313,2370.9,103.2333,0.0667,1.6778,0.6735,14816.8444,841.6528,566.3921,-9.5828,39.2222
centered_candidate_000096_1eee58db,centered-gaussian,90,90,39.1778,30,9.8,76.1,34.4788,916.9556,750.5,380.9,1658.3,0.3667,97.2772,3.1333,43.1778,1275.5444,1032,480.2,2316.6,94.1667,0.1222,1.6,0.5806,13609.2111,830.5531,544.3347,-7.4394,39.1778
centered_candidate_000138_fa546814,centered-gaussian,90,90,39.1444,27.5,9.9,82.5,31.8871,938.4,773.5,410.5,1847.6,0.4222,99.3144,3.1444,43.8444,1350.5333,1043.5,507.6,2884.4,89.6222,0.1,1.6222,0.549,13292.1556,860.8982,562.2371,-6.0436,39.1444
search_candidate_000055_299ba934,random-phased,90,90,39.1,29.5,9.9,86.4,33.6446,919.3667,745.5,385.4,1753.2,0.3778,98.1028,3.1111,42.3778,1270.6111,1055,439.4,2917.2,90.5333,0.1,1.6444,0.5912,13727.1222,859.0382,585.9688,-6.9223,39.1
centered_candidate_000015_1f7bcc43,centered-gaussian,90,90,38.9444,29,9,94,32.342,920.4444,791.5,444,1692.9,0.3778,100.8311,3.1,42.5667,1342.9444,1062,517.5,2613,92.4333,0.1111,1.7444,0.5365,14003.0778,805.3077,524.7001,-7.171,38.9444
centered_candidate_000102_c8a7f8d1,centered-gaussian,90,90,38.8889,26,10,84.2,33.562,927.4667,732.5,443.3,1948.9,0.4111,101.0189,3.0889,42.9333,1347.1111,1045,555.5,3017.5,90.4111,0.1222,1.6889,0.5341,13705.2778,840.9798,555.4609,-6.781,38.8889
search_candidate_000071_c56888f2,random-phased,90,90,38.8222,28,8,84,33.7953,870.8778,658,324.4,1744.5,0.2778,93.625,3.1111,41.1889,1223.0778,980.5,401.9,2364,102.6222,0.0556,1.7667,0.622,14835.5889,824.2018,553.3862,-8.8977,38.8222
search_candidate_000056_b2c63a6c,random-phased,90,90,38.7222,29.5,9,87.2,31.193,915.2111,752.5,426.9,1597.8,0.3889,100.1167,3.1,43.1111,1308.4667,1042.5,552.3,2538.7,94.3556,0.0889,1.8,0.5421,14344.4,797.0851,519.7591,-6.5965,38.7222
search_candidate_000136_5afa072a,random-phased,90,90,38.6556,29,8,86.2,33.025,939.3889,790.5,377.9,2025.2,0.4778,102.2178,3.0889,42.6,1350.4889,1067,478.7,3037.1,80.7222,0.1889,1.4444,0.5253,12030.1333,875.174,581.0593,-8.5125,38.6556
search_candidate_000049_b1d310b4,random-phased,90,90,38.1444,30,6,79.5,35.0966,877.2667,751,283.6,1776.7,0.3,96.6033,3.0222,41.0667,1246.6111,1020.5,375.7,2549.4,95.1778,0.1222,1.5667,0.6265,13739.6889,831.5056,540.9778,-11.5483,38.1444
search_candidate_000069_7368722d,random-phased,90,90,38.0111,29,8,73.6,31.8219,884.3222,747.5,409.7,1551.5,0.3111,98.0933,3.1222,41.2556,1272.4444,1028.5,475.2,2161.4,99.4333,0.0333,1.8778,0.5949,15183.6,777.7021,495.2879,-7.9109,38.0111
