candidateId,strategyVariantId,runs,scenarioCount,bossKillRate,avgExp,medianExp,p10Exp,p90Exp,expStdDev,avgScore,medianScore,p10Score,p90Score,completionRate,avgSurvivalTimeSeconds,avgLevel,avgKills,avgDamageDealt,medianDamageDealt,p10DamageDealt,p90DamageDealt,avgDamageTaken,damageWindowPassRate,avgDamageWindowViolationCount,avgMaxDamageWindowRatio,damageSafetyPenalty,damageDealtStdDev,scoreStdDev,consistencyScore,generalFitnessScore
centered_candidate_000042_937b88ef,centered-gaussian,5,5,0.6,5342.4,7940,823.8,8402.4,3590.6785,35250.6,51886,7013.2,53960.8,0.6,652.46,42.6,1859.2,192109.2,241135,17335.6,355312.2,249.4,0,3.8,0.5565,26847.6,153810.555,22381.4172,-971.5393,5342.4
centered_candidate_000093_f8dce8a8,centered-gaussian,5,5,0.6,5317.2,8012,75.6,9252,4300.0074,34289,52066,1554.6,58320.4,0.6,599.56,39,1813.6,230914.2,255319,2911.4,466381.6,220.2,0,3.8,0.5179,26031.4,208363.659,26760.8417,-2074.4037,5317.2
centered_candidate_000167_dce5f210,centered-gaussian,5,5,0.6,5227,8299,83,8924.4,4210.7808,33908.2,53470,1566.4,56945.4,0.6,596.66,38.8,1798.4,182135,188110,2875.6,372348.2,253.6,0,4,0.6441,28720,165023.1825,26427.1206,-2022.3904,5227
centered_candidate_000046_71769ed1,centered-gaussian,5,5,0.6,5218.4,8111,170.4,8889.6,4122.3549,33880.8,52481,2341.2,56440.8,0.6,621.04,39.4,1785.4,190015.4,279423,5332.4,332877.8,219,0,4,0.457,25799.6,151875.249,25694.5053,-1890.7774,5218.4
centered_candidate_000032_54e5d698,centered-gaussian,5,5,0.6,5207.2,8240,86,8922.6,4200.393,33651,52893,1658.4,56566,0.6,605.34,38.8,1777.2,163460.6,175355,3333.6,319645,246,0,4.4,0.4613,29038.2,140775.3414,26194.2333,-2014.1965,5207.2
centered_candidate_000094_8e74f9c8,centered-gaussian,5,5,0.6,5205.6,8198,109.4,8916.8,4179.4727,33800,52622,1977,56816.8,0.6,622.74,39.2,1783.6,154388.4,191428,4308.2,295510.6,240.8,0,4.4,0.4654,28708.6,130827.8844,26048.7453,-1980.3364,5205.6
centered_candidate_000079_f4286a5f,centered-gaussian,5,5,0.6,5182.4,8083,69.4,8939.4,4192.7509,33593.8,52305,1432.8,56909.8,0.6,597.42,38.4,1779.4,188123.6,255349,2822.8,342040.4,242.8,0,3.8,0.6891,26866.4,154513.8862,26318.4,-2026.9754,5182.4
centered_candidate_000016_0a0c0c7c,centered-gaussian,5,5,0.6,5163.2,8018,60,8970.2,4197.0297,33465.2,52074,1336.8,56932.6,0.6,593.62,38.2,1772.6,147093,198978,2367,275892.6,237.6,0,3,0.5227,21987.8,124751.5659,26339.6002,-2038.5148,5163.2
centered_candidate_000040_4299cf15,centered-gaussian,5,5,0.6,5161,7759,235.8,8923.6,4056.9631,33768.4,50510,3041.2,56741.2,0.6,639.6,39.8,1781.2,272430.2,352542,7019,524906.2,258,0,5,0.4019,31359,239037.7815,25215.3249,-1792.6815,5161
centered_candidate_000063_cd11e13f,centered-gaussian,5,5,0.6,5159.8,8083,109.4,8870.4,4145.2564,33490,52073,1949.4,56297.8,0.6,620.1,38.8,1764,210129.8,257581,4523,417239.8,213.4,0,4,0.4958,26601.4,192366.8734,25806.7584,-1963.2282,5159.8
centered_candidate_000097_214f07fc,centered-gaussian,5,5,0.6,5154.4,7949,102.2,8920.2,4150.304,33532,51684,1838.2,56738.6,0.6,601.56,38.8,1775.2,218552,303262,3657.6,395153.6,252.8,0,4.4,0.4647,29728.8,178760.744,25980.223,-1972.952,5154.4
centered_candidate_000037_67d697ef,centered-gaussian,5,5,0.6,5132.6,7928,161.6,8820,4077.4369,33563,51461,2331.2,56395,0.6,624.38,39.4,1767.6,217369.8,313040,5374.8,387733.6,204.2,0,3.2,0.51,22585.4,175817.2777,25554.7824,-1877.1185,5132.6
centered_candidate_000204_f4ca6e57,centered-gaussian,5,5,0.6,5123.2,8267,68.2,8642,4128.7385,33173.2,53637,1405.2,54871.6,0.6,598.78,38.2,1749.6,158930.6,243498,2960,273389.4,209.6,0,4.4,0.4482,29063.2,127810.4145,25920.9134,-1996.1693,5123.2
